customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C3826,Male,0,Yes,No,57,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.96,6039.72,No
C3827,Female,0,Yes,No,17,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.2,1686.4,No
C3828,Female,0,No,No,47,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.82,4268.54,No
C3829,Male,0,No,Yes,70,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),71.79,5025.3,Yes
C3830,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.94,2684.16,Yes
C3831,Female,1,No,No,29,Yes,No,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),75.88,2200.52,No
C3832,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),29.81,1788.6,No
C3833,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,72.75,3201.0,No
C3834,Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,104.85,943.65,Yes
C3835,Female,0,Yes,No,17,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,70.53,1199.01,No
C3836,Female,0,Yes,No,68,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,24.98,1698.64,No
C3837,Female,0,Yes,Yes,65,No,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.19,1377.35,No
C3838,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),105.77,6769.28,No
C3839,Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,40.88,1103.76,Yes
C3840,Male,0,No,No,23,No,No,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.62,1647.26,No
C3841,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.23,5639.34,No
C3842,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,43.83,43.83,No
C3843,Male,0,No,Yes,64,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),93.22,5966.08,Yes
C3844,Male,0,No,No,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,25.68,1104.24,Yes
C3845,Male,1,No,Yes,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,94.36,4246.2,No
C3846,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,24.53,760.43,No
C3847,Male,0,Yes,Yes,70,Yes,No phone service,No,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,46.27,3238.9,Yes
C3848,Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.18,2341.54,Yes
C3849,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),108.92,326.76,Yes
C3850,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,72.52,2683.24,Yes
C3851,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,103.99,6343.39,Yes
C3852,Male,0,Yes,Yes,5,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),77.39,386.95,No
C3853,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,100.3,5315.9,No
C3854,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,74.24,1262.08,No
C3855,Male,0,Yes,No,36,No,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,63.89,2300.04,Yes
C3856,Female,1,Yes,Yes,63,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.11,5361.93,No
C3857,Female,0,Yes,Yes,35,Yes,No,No,No,Yes,No,No internet service,No,No,One year,No,Electronic check,47.22,1652.7,No
C3858,Female,0,Yes,Yes,2,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),111.71,223.42,No
C3859,Male,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,No,Mailed check,110.63,110.63,Yes
C3860,Male,0,Yes,Yes,53,Yes,Yes,No,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,25.42,1347.26,Yes
C3861,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.51,7471.17,No
C3862,Female,0,Yes,No,21,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,36.55,767.55,No
C3863,Female,0,No,No,67,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),87.49,5861.83,Yes
C3864,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,One year,Yes,Electronic check,101.96,3262.72,No
C3865,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,42.61,170.44,Yes
C3866,Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,29.49,1120.62,Yes
C3867,Male,0,No,No,70,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.13,6659.1,No
C3868,Female,0,No,No,18,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,63.13,1136.34,No
C3869,Male,0,No,Yes,69,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,67.64,4667.16,Yes
C3870,Male,1,No,No,46,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.71,4402.66,No
C3871,Female,0,No,Yes,28,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.89,1228.92,No
C3872,Female,0,Yes,Yes,49,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),27.91,1367.59,No
C3873,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,115.69,3239.32,Yes
C3874,Male,0,No,Yes,6,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,89.37,536.22,Yes
C3875,Female,1,No,No,62,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.52,5240.24,Yes
C3876,Female,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),51.96,1350.96,No
C3877,Female,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),119.56,4782.4,No
C3878,Female,0,No,Yes,53,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.7,2157.1,Yes
C3879,Female,1,Yes,Yes,5,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),36.17,180.85,Yes
C3880,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),50.46,2573.46,No
C3881,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),93.37,2427.62,No
C3882,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.18,1645.02,No
C3883,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),49.9,1596.8,Yes
C3884,Male,0,No,Yes,55,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),72.02,3961.1,No
C3885,Male,0,No,No,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,84.29,1095.77,No
C3886,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,33.22,232.54,No
C3887,Male,0,No,No,29,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),84.77,2458.33,No
C3888,Male,0,No,No,8,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,56.87,454.96,Yes
C3889,Male,0,No,Yes,17,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),53.31,906.27,Yes
C3890,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.06,1224.82,No
C3891,Female,0,Yes,Yes,58,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),117.34,6805.72,No
C3892,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.7,4346.3,No
C3893,Female,1,Yes,No,22,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.19,620.18,Yes
C3894,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,55.36,3210.88,Yes
C3895,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.17,758.93,No
C3896,Female,1,Yes,No,13,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.24,952.12,Yes
C3897,Female,0,Yes,Yes,54,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.41,4828.14,No
C3898,Female,0,No,No,37,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,No,Electronic check,23.77,879.49,No
C3899,Male,0,Yes,No,26,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,112.06,2913.56,Yes
C3900,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,56.16,2639.52,No
C3901,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),41.95,2181.4,Yes
C3902,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),31.25,500.0,No
C3903,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),32.85,262.8,No
C3904,Female,1,Yes,Yes,37,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),104.68,3873.16,No
C3905,Female,0,No,Yes,3,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.97,200.91,No
C3906,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,99.44,4474.8,Yes
C3907,Female,1,Yes,No,31,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),41.16,1275.96,No
C3908,Male,0,Yes,Yes,15,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),50.43,756.45,Yes
C3909,Male,1,Yes,Yes,43,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,60.09,2583.87,No
C3910,Male,0,No,No,27,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.36,1737.72,Yes
C3911,Male,0,No,No,27,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.96,754.92,No
C3912,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,22.59,338.85,No
C3913,Male,0,No,No,48,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.58,5739.84,No
C3914,Male,0,Yes,No,65,No,No,No,No internet service,No,No,Yes,No,No,Two year,Yes,Mailed check,85.99,5589.35,Yes
C3915,Male,1,Yes,Yes,44,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),23.59,1037.96,No
C3916,Female,1,No,No,17,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.8,1645.6,No
C3917,Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,54.83,3289.8,No
C3918,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.24,793.92,No
C3919,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),114.88,2297.6,No
C3920,Male,1,No,Yes,2,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),20.71,41.42,No
C3921,Female,0,No,Yes,61,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,116.36,7097.96,No
C3922,Male,1,Yes,No,3,No,No phone service,No,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,34.91,104.73,Yes
C3923,Female,0,Yes,No,39,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48.32,1884.48,Yes
C3924,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.95,1065.35,No
C3925,Male,0,Yes,No,15,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),91.02,1365.3,No
C3926,Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),35.36,1520.48,No
C3927,Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.96,1821.72,No
C3928,Male,1,Yes,No,1,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.23,47.23,No
C3929,Female,0,Yes,No,11,Yes,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,51.21,563.31,No
C3930,Male,0,No,No,20,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.46,1009.2,Yes
C3931,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,35.47,2376.49,No
C3932,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,117.02,468.08,No
C3933,Male,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),99.4,1192.8,Yes
C3934,Female,1,Yes,Yes,29,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),117.96,3420.84,No
C3935,Male,1,No,No,23,No,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),28.57,657.11,No
C3936,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),25.71,77.13,No
C3937,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,72.67,2761.46,No
C3938,Female,0,No,Yes,43,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.68,3469.24,No
C3939,Male,1,No,Yes,12,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Bank transfer (automatic),82.79,993.48,No
C3940,Female,0,No,Yes,49,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,27.51,1347.99,No
C3941,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),104.07,416.28,No
C3942,Female,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,67.95,3533.4,Yes
C3943,Male,1,Yes,Yes,18,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.55,999.9,No
C3944,Female,0,No,Yes,16,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),69.45,1111.2,No
C3945,Male,0,No,No,14,Yes,No,No,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),22.13,309.82,No
C3946,Female,0,No,Yes,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,39.94,2476.28,No
C3947,Male,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),119.85,4314.6,No
C3948,Female,0,No,Yes,49,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.36,3643.64,No
C3949,Female,0,No,Yes,14,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),26.01,364.14,Yes
C3950,Male,0,Yes,Yes,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,47.87,191.48,No
C3951,Female,0,Yes,Yes,2,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),36.85,73.7,No
C3952,Female,0,Yes,Yes,31,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,112.32,3481.92,Yes
C3953,Male,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.23,2305.29,No
C3954,Male,1,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,No,Credit card (automatic),73.78,4057.9,No
C3955,Female,0,Yes,Yes,56,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.08,6444.48,Yes
C3956,Male,1,Yes,No,22,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.03,1232.66,No
C3957,Male,0,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,106.23,3293.13,Yes
C3958,Female,0,Yes,No,27,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Electronic check,65.69,1773.63,No
C3959,Male,1,Yes,No,48,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,104.56,5018.88,Yes
C3960,Female,0,Yes,No,45,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,109.87,4944.15,No
C3961,Male,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.22,3000.12,No
C3962,Female,0,No,No,3,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),36.16,108.48,Yes
C3963,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.62,902.88,No
C3964,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),47.46,3274.74,Yes
C3965,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,40.74,977.76,Yes
C3966,Male,0,No,No,12,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),57.6,691.2,No
C3967,Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,69.68,975.52,No
C3968,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.89,26.89,No
C3969,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),110.78,6203.68,No
C3970,Female,0,No,Yes,0,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,18.25,0.0,Yes
C3971,Male,0,No,No,42,Yes,No phone service,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,32.11,1348.62,No
C3972,Female,0,No,No,28,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.86,528.08,No
C3973,Female,0,No,No,6,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,118.63,711.78,No
C3974,Male,0,Yes,No,63,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,59.89,3773.07,No
C3975,Male,0,Yes,No,53,Yes,No,No,No internet service,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),37.99,2013.47,No
C3976,Male,0,No,Yes,59,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.1,1775.9,No
C3977,Female,0,Yes,No,67,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.78,3737.26,Yes
C3978,Male,1,Yes,Yes,65,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),117.54,7640.1,No
C3979,Male,1,Yes,No,50,Yes,No,No,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),73.97,3698.5,Yes
C3980,Female,0,No,Yes,38,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,54.13,2056.94,No
C3981,Male,0,Yes,No,50,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,55.18,2759.0,Yes
C3982,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),29.97,959.04,No
C3983,Female,1,No,Yes,13,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),70.73,919.49,No
C3984,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.27,1654.29,No
C3985,Female,0,Yes,Yes,33,Yes,No,No,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),92.34,3047.22,No
C3986,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.58,112.74,No
C3987,Female,0,No,Yes,61,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),32.01,1952.61,No
C3988,Female,1,Yes,No,65,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.31,5025.15,No
C3989,Male,1,Yes,Yes,30,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No,One year,No,Electronic check,93.68,2810.4,Yes
C3990,Male,0,No,No,35,Yes,Yes,No,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,68.75,2406.25,No
C3991,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.58,5914.8,No
C3992,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,103.79,3321.28,Yes
C3993,Female,0,No,Yes,49,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,111.5,5463.5,No
C3994,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,56.57,2093.09,No
C3995,Female,0,Yes,Yes,19,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.24,2094.56,Yes
C3996,Male,0,Yes,No,57,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,90.32,5148.24,No
C3997,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,81.74,1062.62,No
C3998,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.48,1191.68,No
C3999,Female,1,Yes,No,49,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.01,980.49,Yes
C4000,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,75.15,3832.65,No
C4001,Female,1,No,No,68,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,97.46,6627.28,Yes
